"patient"	"nCount_RNA"	"nFeature_RNA"	"sample"	"ads_x"	"ads_y"	"pixel_x"	"pixel_y"	"SCT_snn_res.0.8"
"P2_29x49_3"	" 2"	" 3490"	"2000"	"3"	"29.06"	"48.99"	" 7248.5"	"11764.1"	"9"
"P2_30x12_3"	" 2"	"11148"	"3779"	"3"	"29.98"	"12.03"	" 7414.0"	" 4358.2"	"10"
"P2_30x14_3"	" 2"	"15578"	"4863"	"3"	"30.09"	"14.09"	" 7434.6"	" 4771.6"	"2"
"P2_30x16_3"	" 2"	"14694"	"4445"	"3"	"30.05"	"16.05"	" 7427.1"	" 5164.9"	"10"
"P2_30x18_3"	" 2"	"11441"	"3776"	"3"	"29.99"	"18.01"	" 7416.0"	" 5556.2"	"3"
"P2_30x20_3"	" 2"	" 8086"	"2651"	"3"	"29.98"	"20.02"	" 7414.4"	" 5959.1"	"8"
"P2_30x22_3"	" 2"	" 5312"	"2092"	"3"	"29.94"	"22.04"	" 7406.9"	" 6363.8"	"8"
"P2_30x24_3"	" 2"	" 4599"	"1928"	"3"	"30.08"	"24.07"	" 7431.4"	" 6770.1"	"8"
"P2_30x26_3"	" 2"	"13193"	"3475"	"3"	"30.06"	"26.06"	" 7428.8"	" 7170.2"	"3"
"P2_30x28_3"	" 2"	"21781"	"4832"	"3"	"30.01"	"28.02"	" 7418.6"	" 7562.2"	"3"
"P2_30x30_3"	" 2"	"30271"	"6435"	"3"	"29.97"	"29.98"	" 7411.8"	" 7954.6"	"3"
"P2_30x32_3"	" 2"	"59774"	"8433"	"3"	"30.02"	"31.98"	" 7422.1"	" 8356.1"	"3"
"P2_30x34_3"	" 2"	"29702"	"6875"	"3"	"30.02"	"33.95"	" 7421.8"	" 8751.1"	"5"
"P2_30x36_3"	" 2"	"19111"	"5007"	"3"	"29.95"	"36.01"	" 7408.8"	" 9163.0"	"5"
"P2_30x38_3"	" 2"	" 9349"	"3594"	"3"	"29.92"	"38.03"	" 7403.7"	" 9567.3"	"4"
"P2_30x40_3"	" 2"	" 3341"	"1806"	"3"	"29.93"	"39.99"	" 7405.7"	" 9960.8"	"0"
"P2_30x42_3"	" 2"	" 6646"	"3025"	"3"	"30.00"	"42.01"	" 7418.1"	"10365.8"	"9"
"P2_30x44_3"	" 2"	" 2336"	"1346"	"3"	"29.97"	"44.02"	" 7413.0"	"10767.3"	"0"
"P2_30x46_3"	" 2"	" 4279"	"2256"	"3"	"29.93"	"46.04"	" 7404.9"	"11172.0"	"0"
"P2_30x48_3"	" 2"	" 4193"	"2171"	"3"	"29.98"	"48.01"	" 7413.2"	"11566.7"	"1"
"P2_30x50_3"	" 2"	" 3006"	"1534"	"3"	"30.05"	"50.02"	" 7427.0"	"11969.2"	"9"
"P2_30x52_3"	" 2"	" 2361"	"1355"	"3"	"30.09"	"52.03"	" 7433.0"	"12372.1"	"1"
"P2_31x13_3"	" 2"	" 4287"	"1917"	"3"	"30.97"	"13.04"	" 7592.8"	" 4561.5"	"10"
"P2_31x15_3"	" 2"	" 5748"	"2578"	"3"	"31.05"	"15.04"	" 7607.8"	" 4962.8"	"4"
"P2_31x17_3"	" 2"	"19426"	"4891"	"3"	"31.04"	"17.04"	" 7604.8"	" 5363.5"	"10"
"P2_31x19_3"	" 2"	" 9015"	"2874"	"3"	"31.02"	"19.05"	" 7600.9"	" 5765.7"	"8"
"P2_31x21_3"	" 2"	" 2173"	"1175"	"3"	"31.00"	"21.00"	" 7597.3"	" 6156.6"	"8"
"P2_31x23_3"	" 2"	"  435"	" 341"	"3"	"31.03"	"23.05"	" 7604.3"	" 6567.5"	"1"
"P2_31x25_3"	" 2"	" 7672"	"2422"	"3"	"31.04"	"25.06"	" 7605.2"	" 6968.5"	"8"
"P2_31x27_3"	" 2"	"24745"	"5269"	"3"	"30.99"	"26.98"	" 7596.3"	" 7354.7"	"3"
"P2_31x29_3"	" 2"	"35278"	"6584"	"3"	"31.00"	"29.02"	" 7598.1"	" 7762.9"	"3"
"P2_31x31_3"	" 2"	"48760"	"7680"	"3"	"30.98"	"31.00"	" 7594.6"	" 8160.3"	"3"
"P2_31x33_3"	" 2"	"35723"	"7325"	"3"	"31.01"	"32.98"	" 7600.1"	" 8556.1"	"5"
"P2_31x35_3"	" 2"	"23525"	"5438"	"3"	"31.00"	"35.00"	" 7599.0"	" 8961.8"	"2"
"P2_31x37_3"	" 2"	"12901"	"3995"	"3"	"30.95"	"36.99"	" 7588.3"	" 9360.3"	"5"
"P2_31x39_3"	" 2"	"12674"	"4366"	"3"	"30.93"	"38.98"	" 7586.2"	" 9757.6"	"0"
"P2_31x41_3"	" 2"	" 2740"	"1459"	"3"	"30.96"	"40.99"	" 7590.7"	"10161.2"	"0"
"P2_31x43_3"	" 2"	" 4155"	"2151"	"3"	"31.00"	"42.99"	" 7598.9"	"10560.9"	"0"
"P2_31x45_3"	" 2"	" 1400"	" 852"	"3"	"30.92"	"45.01"	" 7582.8"	"10967.0"	"0"
"P2_31x47_3"	" 2"	" 6361"	"2867"	"3"	"30.92"	"47.00"	" 7583.9"	"11365.4"	"0"
"P2_31x49_3"	" 2"	" 2278"	"1332"	"3"	"30.98"	"49.01"	" 7593.7"	"11767.9"	"0"
"P2_31x51_3"	" 2"	" 7915"	"3319"	"3"	"31.08"	"51.01"	" 7613.1"	"12169.1"	"9"
"P2_32x14_3"	" 2"	"25499"	"5470"	"3"	"32.05"	"14.11"	" 7788.1"	" 4775.0"	"8"
"P2_32x16_3"	" 2"	" 4150"	"1782"	"3"	"32.05"	"16.04"	" 7787.2"	" 5161.9"	"1"
"P2_32x18_3"	" 2"	" 5935"	"2079"	"3"	"32.04"	"18.05"	" 7785.4"	" 5565.0"	"8"
"P2_32x20_3"	" 2"	" 1935"	"1042"	"3"	"31.97"	"20.01"	" 7772.8"	" 5957.0"	"8"
"P2_32x22_3"	" 2"	"  957"	" 623"	"3"	"32.01"	"22.05"	" 7779.6"	" 6365.9"	"1"
"P2_32x24_3"	" 2"	" 4998"	"1989"	"3"	"32.05"	"23.98"	" 7787.0"	" 6753.8"	"3"
"P2_32x26_3"	" 2"	"12256"	"3284"	"3"	"32.02"	"25.99"	" 7782.0"	" 7156.5"	"3"
"P2_32x28_3"	" 2"	"28022"	"5958"	"3"	"32.01"	"27.99"	" 7779.5"	" 7555.9"	"3"
"P2_32x30_3"	" 2"	"26043"	"5791"	"3"	"31.94"	"29.99"	" 7767.4"	" 7957.7"	"3"
"P2_32x32_3"	" 2"	"28558"	"6462"	"3"	"31.98"	"31.98"	" 7775.3"	" 8355.5"	"0"
"P2_32x34_3"	" 2"	"32270"	"6459"	"3"	"32.02"	"33.97"	" 7781.6"	" 8754.7"	"5"
"P2_32x36_3"	" 2"	"11465"	"3471"	"3"	"31.98"	"35.99"	" 7775.1"	" 9158.5"	"2"
"P2_32x38_3"	" 2"	"23099"	"5751"	"3"	"31.95"	"37.99"	" 7769.6"	" 9560.7"	"10"
"P2_32x40_3"	" 2"	" 6720"	"2983"	"3"	"31.93"	"39.97"	" 7766.5"	" 9957.1"	"0"
"P2_32x42_3"	" 2"	" 6262"	"2748"	"3"	"31.97"	"42.01"	" 7772.9"	"10365.5"	"0"
"P2_32x44_3"	" 2"	" 3828"	"2014"	"3"	"32.00"	"44.00"	" 7777.8"	"10764.6"	"0"
"P2_32x46_3"	" 2"	" 1969"	"1115"	"3"	"31.91"	"46.02"	" 7762.1"	"11168.3"	"0"
"P2_32x48_3"	" 2"	" 1164"	" 721"	"3"	"31.96"	"47.97"	" 7770.7"	"11559.4"	"0"
"P2_32x50_3"	" 2"	" 2583"	"1415"	"3"	"32.04"	"50.01"	" 7785.4"	"11967.7"	"0"
"P2_32x52_3"	" 2"	" 5478"	"2527"	"3"	"32.05"	"52.01"	" 7787.8"	"12368.7"	"9"
"P2_33x17_3"	" 2"	" 4070"	"1675"	"3"	"33.03"	"17.05"	" 7964.5"	" 5363.8"	"8"
"P2_33x19_3"	" 2"	"  580"	" 403"	"3"	"33.05"	"19.06"	" 7968.4"	" 5766.7"	"1"
"P2_33x21_3"	" 2"	" 1894"	"1010"	"3"	"32.99"	"21.02"	" 7956.8"	" 6159.8"	"1"
"P2_33x23_3"	" 2"	" 1701"	" 947"	"3"	"33.05"	"23.07"	" 7968.0"	" 6571.0"	"1"
"P2_33x25_3"	" 2"	"15527"	"4062"	"3"	"33.13"	"25.09"	" 7982.3"	" 6975.0"	"3"
"P2_33x27_3"	" 2"	"23097"	"5311"	"3"	"33.09"	"27.03"	" 7976.3"	" 7364.6"	"3"
"P2_33x29_3"	" 2"	"18057"	"4919"	"3"	"33.01"	"29.03"	" 7961.4"	" 7765.4"	"4"
"P2_33x31_3"	" 2"	"46622"	"7553"	"3"	"33.10"	"31.00"	" 7976.3"	" 8159.6"	"3"
"P2_33x33_3"	" 2"	"30544"	"6814"	"3"	"33.03"	"32.98"	" 7964.5"	" 8557.0"	"5"
"P2_33x35_3"	" 2"	"27617"	"6338"	"3"	"32.99"	"35.01"	" 7957.8"	" 8962.8"	"0"
"P2_33x37_3"	" 2"	"17065"	"4614"	"3"	"32.95"	"37.02"	" 7950.4"	" 9366.3"	"8"
"P2_33x39_3"	" 2"	"24195"	"6144"	"3"	"32.93"	"38.99"	" 7947.3"	" 9760.4"	"5"
"P2_33x41_3"	" 2"	" 3429"	"1845"	"3"	"32.97"	"41.03"	" 7954.1"	"10169.6"	"0"
"P2_33x43_3"	" 2"	" 1128"	" 735"	"3"	"32.97"	"43.00"	" 7954.2"	"10564.6"	"0"
"P2_33x45_3"	" 2"	" 1524"	" 919"	"3"	"32.94"	"45.02"	" 7947.8"	"10969.3"	"0"
"P2_33x47_3"	" 2"	" 1918"	"1137"	"3"	"33.03"	"47.03"	" 7964.7"	"11370.8"	"0"
"P2_33x49_3"	" 2"	" 1789"	"1094"	"3"	"32.98"	"49.03"	" 7955.1"	"11771.9"	"0"
"P2_34x18_3"	" 2"	"  759"	" 510"	"3"	"34.05"	"17.97"	" 8148.1"	" 5548.6"	"1"
"P2_34x20_3"	" 2"	"  906"	" 595"	"3"	"34.00"	"20.00"	" 8140.0"	" 5954.9"	"1"
"P2_34x22_3"	" 2"	"  989"	" 609"	"3"	"33.99"	"22.00"	" 8137.7"	" 6356.7"	"1"
"P2_34x24_3"	" 2"	"16737"	"4381"	"3"	"34.06"	"23.98"	" 8150.5"	" 6753.3"	"3"
"P2_34x26_3"	" 2"	"15481"	"4373"	"3"	"34.01"	"26.01"	" 8141.2"	" 7158.9"	"4"
"P2_34x28_3"	" 2"	"22619"	"5757"	"3"	"33.98"	"28.03"	" 8135.9"	" 7563.6"	"4"
"P2_34x30_3"	" 2"	"49418"	"7531"	"3"	"34.00"	"29.99"	" 8139.6"	" 7958.0"	"3"
"P2_34x32_3"	" 2"	" 9085"	"3335"	"3"	"34.02"	"31.99"	" 8142.7"	" 8358.6"	"4"
"P2_34x34_3"	" 2"	"20374"	"5826"	"3"	"33.98"	"33.96"	" 8136.6"	" 8753.4"	"0"
"P2_34x36_3"	" 2"	"26279"	"6110"	"3"	"33.99"	"36.00"	" 8137.8"	" 9161.2"	"5"
"P2_34x38_3"	" 2"	"26331"	"6024"	"3"	"33.98"	"38.00"	" 8136.3"	" 9561.5"	"5"
"P2_34x40_3"	" 2"	"12699"	"4460"	"3"	"34.01"	"39.99"	" 8141.0"	" 9960.8"	"5"
"P2_34x42_3"	" 2"	" 7598"	"3401"	"3"	"34.01"	"42.01"	" 8140.8"	"10365.7"	"0"
"P2_34x44_3"	" 2"	" 1667"	"1015"	"3"	"34.03"	"44.01"	" 8145.4"	"10765.4"	"0"
"P2_34x46_3"	" 2"	" 2559"	"1517"	"3"	"33.99"	"46.00"	" 8137.5"	"11163.8"	"6"
"P2_34x48_3"	" 2"	" 1971"	"1159"	"3"	"34.02"	"47.99"	" 8143.8"	"11563.9"	"0"
"P2_34x50_3"	" 2"	" 1013"	" 647"	"3"	"34.04"	"49.99"	" 8147.0"	"11963.5"	"0"
"P2_35x17_3"	" 2"	"  897"	" 595"	"3"	"35.07"	"17.02"	" 8332.5"	" 5358.1"	"1"
"P2_35x19_3"	" 2"	" 1038"	" 642"	"3"	"35.05"	"18.99"	" 8329.4"	" 5753.7"	"1"
"P2_35x21_3"	" 2"	" 1846"	"1004"	"3"	"34.98"	"20.98"	" 8316.7"	" 6152.1"	"1"
"P2_35x23_3"	" 2"	"11374"	"3182"	"3"	"35.02"	"23.01"	" 8323.5"	" 6559.2"	"3"
"P2_35x25_3"	" 2"	"34633"	"6688"	"3"	"35.02"	"24.99"	" 8324.5"	" 6955.8"	"3"
"P2_35x27_3"	" 2"	"28322"	"6380"	"3"	"35.01"	"27.03"	" 8321.9"	" 7364.3"	"4"
"P2_35x29_3"	" 2"	"45869"	"7038"	"3"	"35.04"	"29.00"	" 8327.7"	" 7759.8"	"3"
"P2_35x31_3"	" 2"	"41498"	"7488"	"3"	"35.01"	"30.99"	" 8322.5"	" 8157.0"	"3"
"P2_35x33_3"	" 2"	"12050"	"4185"	"3"	"34.97"	"32.97"	" 8315.6"	" 8554.9"	"4"
"P2_35x35_3"	" 2"	"14350"	"4805"	"3"	"35.00"	"34.98"	" 8321.0"	" 8956.1"	"4"
"P2_35x37_3"	" 2"	"17775"	"5013"	"3"	"34.96"	"36.99"	" 8313.7"	" 9358.8"	"5"
"P2_35x39_3"	" 2"	"19210"	"5743"	"3"	"35.01"	"38.94"	" 8321.6"	" 9750.4"	"5"
"P2_35x41_3"	" 2"	" 8046"	"3478"	"3"	"35.03"	"40.99"	" 8325.4"	"10160.4"	"0"
"P2_35x43_3"	" 2"	" 3339"	"1749"	"3"	"35.04"	"43.01"	" 8327.6"	"10565.2"	"0"
"P2_35x45_3"	" 2"	" 1978"	"1151"	"3"	"34.98"	"44.99"	" 8317.1"	"10962.9"	"0"
"P2_35x47_3"	" 2"	" 1071"	" 719"	"3"	"35.02"	"46.99"	" 8324.2"	"11363.8"	"1"
"P2_35x49_3"	" 2"	" 3839"	"2027"	"3"	"35.04"	"48.98"	" 8327.7"	"11761.1"	"9"
"P2_36x20_3"	" 2"	"  925"	" 595"	"3"	"36.01"	"19.97"	" 8502.3"	" 5949.6"	"1"
"P2_36x22_3"	" 2"	" 2403"	"1080"	"3"	"36.00"	"21.97"	" 8501.3"	" 6351.1"	"1"
"P2_36x24_3"	" 2"	"23620"	"5857"	"3"	"35.98"	"23.99"	" 8497.3"	" 6754.5"	"1"
"P2_36x26_3"	" 2"	"26002"	"5480"	"3"	"36.03"	"25.95"	" 8505.7"	" 7147.7"	"3"
"P2_36x28_3"	" 2"	"18417"	"4323"	"3"	"36.05"	"28.01"	" 8508.9"	" 7559.7"	"3"
"P2_36x30_3"	" 2"	"30160"	"5951"	"3"	"36.00"	"29.97"	" 8500.1"	" 7952.8"	"3"
"P2_36x32_3"	" 2"	" 8927"	"3323"	"3"	"35.99"	"31.97"	" 8499.6"	" 8353.6"	"4"
"P2_36x34_3"	" 2"	"10141"	"3847"	"3"	"35.99"	"33.97"	" 8498.9"	" 8753.8"	"4"
"P2_36x36_3"	" 2"	" 8947"	"3609"	"3"	"36.02"	"35.98"	" 8503.5"	" 9157.1"	"0"
"P2_36x38_3"	" 2"	" 6381"	"2838"	"3"	"35.98"	"37.94"	" 8496.3"	" 9550.6"	"0"
"P2_36x40_3"	" 2"	" 2186"	"1257"	"3"	"36.01"	"39.98"	" 8501.6"	" 9957.7"	"0"
"P2_36x42_3"	" 2"	" 5207"	"2466"	"3"	"36.02"	"41.99"	" 8503.7"	"10361.9"	"0"
"P2_36x44_3"	" 2"	" 2702"	"1448"	"3"	"36.03"	"43.97"	" 8506.8"	"10758.2"	"0"
"P2_36x46_3"	" 2"	" 1977"	"1179"	"3"	"36.00"	"45.98"	" 8500.7"	"11160.2"	"0"
"P2_36x48_3"	" 2"	" 1641"	"1030"	"3"	"36.02"	"47.96"	" 8504.1"	"11557.6"	"0"
"P2_36x50_3"	" 2"	"  839"	" 552"	"3"	"36.03"	"49.94"	" 8506.9"	"11954.6"	"1"
"P2_37x19_3"	" 2"	"  891"	" 578"	"3"	"37.04"	"18.98"	" 8687.8"	" 5751.0"	"1"
"P2_37x21_3"	" 2"	"  906"	" 577"	"3"	"36.99"	"20.97"	" 8680.0"	" 6150.5"	"1"
"P2_37x23_3"	" 2"	"16559"	"4871"	"3"	"37.02"	"22.99"	" 8684.7"	" 6554.4"	"4"
"P2_37x25_3"	" 2"	"17802"	"4724"	"3"	"36.98"	"24.96"	" 8677.6"	" 6949.2"	"3"
"P2_37x27_3"	" 2"	" 8416"	"2488"	"3"	"37.00"	"26.97"	" 8681.7"	" 7352.7"	"3"
"P2_37x29_3"	" 2"	"17856"	"4108"	"3"	"37.01"	"28.99"	" 8682.1"	" 7757.2"	"3"
"P2_37x31_3"	" 2"	"26485"	"6104"	"3"	"37.01"	"30.99"	" 8682.8"	" 8157.7"	"3"
"P2_37x33_3"	" 2"	" 8555"	"3260"	"3"	"36.95"	"32.98"	" 8672.3"	" 8556.2"	"4"
"P2_37x35_3"	" 2"	" 3032"	"1468"	"3"	"37.01"	"34.96"	" 8682.3"	" 8953.5"	"6"
"P2_37x37_3"	" 2"	" 8346"	"3528"	"3"	"36.96"	"36.97"	" 8673.8"	" 9356.4"	"0"
"P2_37x39_3"	" 2"	" 1680"	" 978"	"3"	"36.96"	"38.97"	" 8674.0"	" 9756.9"	"0"
"P2_37x41_3"	" 2"	" 2225"	"1298"	"3"	"37.02"	"40.98"	" 8684.4"	"10158.4"	"0"
"P2_37x43_3"	" 2"	" 2124"	"1238"	"3"	"37.03"	"42.97"	" 8687.3"	"10557.5"	"1"
"P2_37x45_3"	" 2"	" 2412"	"1363"	"3"	"36.98"	"44.98"	" 8677.2"	"10961.2"	"1"
"P2_37x47_3"	" 2"	" 1530"	" 936"	"3"	"37.01"	"46.96"	" 8683.7"	"11357.7"	"0"
"P2_37x49_3"	" 2"	" 1681"	" 989"	"3"	"37.04"	"48.95"	" 8687.5"	"11756.4"	"1"
"P2_38x18_3"	" 2"	"  983"	" 604"	"3"	"38.01"	"18.02"	" 8863.7"	" 5558.5"	"1"
"P2_38x20_3"	" 2"	" 1396"	" 788"	"3"	"37.99"	"19.99"	" 8860.7"	" 5953.9"	"1"
"P2_38x22_3"	" 2"	" 7266"	"2354"	"3"	"37.98"	"22.00"	" 8857.7"	" 6355.4"	"3"
"P2_38x24_3"	" 2"	"17713"	"5036"	"3"	"37.97"	"23.99"	" 8856.7"	" 6755.2"	"1"
"P2_38x26_3"	" 2"	" 9371"	"2816"	"3"	"38.02"	"26.00"	" 8865.7"	" 7158.0"	"8"
"P2_38x28_3"	" 2"	" 8581"	"2373"	"3"	"37.97"	"28.02"	" 8855.5"	" 7562.3"	"3"
"P2_38x30_3"	" 2"	"21230"	"4889"	"3"	"37.95"	"30.00"	" 8852.5"	" 7959.2"	"3"
"P2_38x32_3"	" 2"	"26710"	"5716"	"3"	"37.99"	"31.98"	" 8859.8"	" 8356.6"	"3"
"P2_38x34_3"	" 2"	" 3499"	"1718"	"3"	"38.01"	"33.95"	" 8862.7"	" 8750.6"	"4"
"P2_38x36_3"	" 2"	" 3244"	"1645"	"3"	"37.96"	"36.01"	" 8855.2"	" 9163.5"	"6"
"P2_38x38_3"	" 2"	" 5355"	"2381"	"3"	"37.97"	"38.00"	" 8857.1"	" 9561.4"	"0"
"P2_38x40_3"	" 2"	" 2779"	"1480"	"3"	"37.98"	"40.00"	" 8858.8"	" 9962.8"	"0"
"P2_38x42_3"	" 2"	" 8289"	"3536"	"3"	"38.00"	"41.98"	" 8861.3"	"10358.6"	"6"
"P2_38x44_3"	" 2"	" 1361"	" 841"	"3"	"38.01"	"43.99"	" 8863.8"	"10761.4"	"0"
"P2_38x46_3"	" 2"	" 1301"	" 824"	"3"	"37.99"	"45.97"	" 8859.5"	"11159.4"	"6"
"P2_38x48_3"	" 2"	" 1063"	" 697"	"3"	"37.98"	"47.98"	" 8858.9"	"11560.5"	"1"
"P2_39x19_3"	" 2"	"  814"	" 537"	"3"	"39.01"	"19.06"	" 9043.1"	" 5766.8"	"1"
"P2_39x21_3"	" 2"	" 2038"	"1099"	"3"	"38.97"	"21.03"	" 9037.4"	" 6161.7"	"1"
"P2_39x23_3"	" 2"	"18176"	"4701"	"3"	"38.98"	"23.05"	" 9039.2"	" 6566.6"	"1"
"P2_39x25_3"	" 2"	"25512"	"5443"	"3"	"38.97"	"25.02"	" 9036.1"	" 6961.0"	"3"
"P2_39x27_3"	" 2"	" 1254"	" 739"	"3"	"39.04"	"27.03"	" 9049.2"	" 7363.3"	"1"
"P2_39x29_3"	" 2"	"14576"	"3749"	"3"	"38.95"	"29.04"	" 9032.3"	" 7767.5"	"3"
"P2_39x31_3"	" 2"	"27396"	"6006"	"3"	"38.96"	"31.03"	" 9034.5"	" 8166.4"	"3"
"P2_39x33_3"	" 2"	"22645"	"5735"	"3"	"38.99"	"32.98"	" 9040.5"	" 8557.1"	"3"
"P2_39x35_3"	" 2"	" 2079"	"1201"	"3"	"39.00"	"35.02"	" 9041.7"	" 8965.2"	"0"
"P2_39x37_3"	" 2"	" 6858"	"2972"	"3"	"38.95"	"37.02"	" 9033.6"	" 9365.6"	"6"
"P2_39x39_3"	" 2"	" 4314"	"2177"	"3"	"38.97"	"39.01"	" 9035.8"	" 9764.6"	"0"
"P2_39x41_3"	" 2"	" 5745"	"2680"	"3"	"38.99"	"41.05"	" 9040.3"	"10173.0"	"6"
"P2_39x43_3"	" 2"	" 3855"	"2040"	"3"	"39.01"	"43.03"	" 9044.6"	"10569.1"	"0"
"P2_39x45_3"	" 2"	" 2623"	"1439"	"3"	"38.97"	"45.01"	" 9036.1"	"10966.8"	"0"
"P2_39x47_3"	" 2"	" 2604"	"1448"	"3"	"38.98"	"47.02"	" 9038.3"	"11368.4"	"0"
"P2_39x49_3"	" 2"	"  909"	" 618"	"3"	"39.00"	"49.01"	" 9041.5"	"11766.9"	"1"
"P2_40x20_3"	" 2"	"  778"	" 534"	"3"	"39.97"	"20.02"	" 9217.8"	" 5960.5"	"1"
"P2_40x22_3"	" 2"	" 1629"	" 856"	"3"	"39.97"	"22.03"	" 9217.0"	" 6361.4"	"1"
"P2_40x24_3"	" 2"	"10386"	"3475"	"3"	"39.97"	"24.02"	" 9217.0"	" 6761.5"	"1"
"P2_40x26_3"	" 2"	" 1360"	" 815"	"3"	"40.01"	"26.02"	" 9224.7"	" 7161.9"	"1"
"P2_40x28_3"	" 2"	" 6344"	"2033"	"3"	"39.93"	"28.02"	" 9209.8"	" 7563.4"	"3"
"P2_40x30_3"	" 2"	"24350"	"5442"	"3"	"39.93"	"30.05"	" 9210.2"	" 7969.2"	"7"
"P2_40x32_3"	" 2"	"10236"	"3772"	"3"	"39.96"	"32.03"	" 9215.6"	" 8365.3"	"7"
"P2_40x34_3"	" 2"	" 1886"	"1052"	"3"	"39.99"	"34.01"	" 9221.0"	" 8762.1"	"0"
"P2_40x36_3"	" 2"	" 8244"	"3359"	"3"	"39.99"	"36.04"	" 9220.6"	" 9168.3"	"6"
"P2_40x38_3"	" 2"	" 9695"	"3830"	"3"	"39.96"	"37.99"	" 9215.9"	" 9559.7"	"6"
"P2_40x40_3"	" 2"	" 3068"	"1582"	"3"	"39.96"	"40.05"	" 9215.0"	" 9972.9"	"0"
"P2_40x42_3"	" 2"	" 2158"	"1273"	"3"	"39.98"	"41.99"	" 9218.6"	"10361.9"	"6"
"P2_40x44_3"	" 2"	" 2582"	"1430"	"3"	"39.98"	"44.01"	" 9219.3"	"10766.5"	"0"
"P2_40x46_3"	" 2"	" 1431"	" 935"	"3"	"39.95"	"46.01"	" 9214.2"	"11166.0"	"0"
"P2_40x48_3"	" 2"	" 1203"	" 756"	"3"	"39.96"	"48.00"	" 9215.9"	"11566.0"	"3"
"P2_41x21_3"	" 2"	" 1607"	" 898"	"3"	"40.97"	"21.01"	" 9397.4"	" 6157.7"	"1"
"P2_41x23_3"	" 2"	" 2812"	"1256"	"3"	"40.99"	"23.05"	" 9401.2"	" 6566.1"	"3"
"P2_41x25_3"	" 2"	" 7846"	"2563"	"3"	"41.03"	"25.03"	" 9407.7"	" 6963.0"	"3"
"P2_41x27_3"	" 2"	"  785"	" 499"	"3"	"41.01"	"26.99"	" 9404.8"	" 7356.1"	"1"
"P2_41x29_3"	" 2"	"16210"	"4269"	"3"	"40.95"	"29.02"	" 9394.4"	" 7763.5"	"7"
"P2_41x31_3"	" 2"	" 3202"	"1677"	"3"	"40.97"	"31.03"	" 9397.5"	" 8165.0"	"7"
"P2_41x33_3"	" 2"	" 4807"	"2418"	"3"	"40.97"	"33.03"	" 9397.4"	" 8566.8"	"4"
"P2_41x35_3"	" 2"	" 5321"	"2619"	"3"	"41.00"	"35.02"	" 9403.0"	" 8964.3"	"6"
"P2_41x37_3"	" 2"	" 4072"	"1938"	"3"	"40.95"	"37.03"	" 9393.9"	" 9366.9"	"6"
"P2_41x39_3"	" 2"	" 4430"	"2117"	"3"	"40.96"	"39.01"	" 9396.1"	" 9764.3"	"6"
"P2_41x41_3"	" 2"	" 3542"	"1839"	"3"	"40.97"	"41.02"	" 9398.1"	"10167.7"	"6"
"P2_41x43_3"	" 2"	" 1902"	"1087"	"3"	"41.00"	"43.02"	" 9402.8"	"10567.3"	"0"
"P2_41x45_3"	" 2"	" 3488"	"1783"	"3"	"40.95"	"45.02"	" 9394.9"	"10967.4"	"0"
"P2_41x47_3"	" 2"	"  861"	" 578"	"3"	"40.96"	"47.00"	" 9395.8"	"11365.5"	"1"
"P2_42x20_3"	" 2"	" 1896"	"1035"	"3"	"41.98"	"20.06"	" 9580.3"	" 5968.1"	"1"
"P2_42x22_3"	" 2"	" 1257"	" 751"	"3"	"41.98"	"22.05"	" 9579.1"	" 6365.5"	"1"
"P2_42x24_3"	" 2"	" 1856"	" 989"	"3"	"41.98"	"24.04"	" 9579.2"	" 6765.3"	"1"
"P2_42x26_3"	" 2"	" 1000"	" 641"	"3"	"42.00"	"26.05"	" 9584.2"	" 7167.5"	"1"
"P2_42x28_3"	" 2"	" 6968"	"2347"	"3"	"41.97"	"28.00"	" 9578.4"	" 7558.4"	"3"
"P2_42x30_3"	" 2"	"24843"	"5867"	"3"	"41.94"	"30.01"	" 9573.6"	" 7961.6"	"7"
"P2_42x32_3"	" 2"	" 7087"	"3010"	"3"	"41.98"	"32.01"	" 9580.4"	" 8361.6"	"6"
"P2_42x34_3"	" 2"	" 2507"	"1402"	"3"	"42.01"	"34.01"	" 9585.7"	" 8762.4"	"0"
"P2_42x36_3"	" 2"	" 3228"	"1652"	"3"	"42.00"	"36.04"	" 9584.2"	" 9168.9"	"6"
"P2_42x38_3"	" 2"	"12630"	"4434"	"3"	"41.94"	"38.01"	" 9572.7"	" 9564.9"	"6"
"P2_42x40_3"	" 2"	" 5041"	"2243"	"3"	"41.96"	"40.02"	" 9576.8"	" 9967.4"	"4"
"P2_42x42_3"	" 2"	" 2604"	"1383"	"3"	"42.00"	"42.01"	" 9583.7"	"10366.3"	"6"
"P2_42x44_3"	" 2"	" 2069"	"1142"	"3"	"42.00"	"44.01"	" 9582.9"	"10766.3"	"6"
"P2_43x21_3"	" 2"	" 1344"	" 778"	"3"	"42.96"	"21.06"	" 9756.7"	" 6167.0"	"1"
"P2_43x23_3"	" 2"	" 1618"	" 912"	"3"	"42.97"	"23.04"	" 9758.2"	" 6564.9"	"1"
"P2_43x25_3"	" 2"	" 1406"	" 821"	"3"	"43.00"	"25.07"	" 9763.5"	" 6972.0"	"1"
"P2_43x27_3"	" 2"	" 1544"	" 928"	"3"	"42.99"	"27.03"	" 9763.0"	" 7364.4"	"1"
