,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000269696,havana,gene,ENSG00000269696,1,AC005498.3,havana,antisense,AC005498.3; ENSG00000269696,FALSE
ENSG00000197016,ensembl_havana,gene,ENSG00000197016,11,ZNF470,ensembl_havana,protein_coding,ZNF470; ENSG00000197016,FALSE
ENSG00000197951,ensembl_havana,gene,ENSG00000197951,8,ZNF71,ensembl_havana,protein_coding,ZNF71; ENSG00000197951,FALSE
ENSG00000268182,ensembl_havana,gene,ENSG00000268182,5,SMIM17,ensembl_havana,protein_coding,SMIM17; ENSG00000268182,FALSE
ENSG00000127903,ensembl_havana,gene,ENSG00000127903,13,ZNF835,ensembl_havana,protein_coding,ZNF835; ENSG00000127903,FALSE
ENSG00000268352,havana,gene,ENSG00000268352,1,AC006115.1,havana,lincRNA,AC006115.1; ENSG00000268352,FALSE
ENSG00000268568,havana,gene,ENSG00000268568,1,AC007228.2,havana,lincRNA,AC007228.2; ENSG00000268568,FALSE
ENSG00000284729,havana,gene,ENSG00000284729,1,AC006115.3,havana,antisense,AC006115.3; ENSG00000284729,FALSE
ENSG00000269793,havana,gene,ENSG00000269793,6,ZIM2-AS1,havana,antisense,ZIM2-AS1; ENSG00000269793,FALSE
ENSG00000269699,ensembl_havana,gene,ENSG00000269699,5,ZIM2,ensembl_havana,protein_coding,ZIM2; ENSG00000269699,FALSE
ENSG00000198300,ensembl_havana,gene,ENSG00000198300,12,PEG3,ensembl_havana,protein_coding,PEG3; ENSG00000198300,FALSE
ENSG00000268654,havana,gene,ENSG00000268654,1,MIMT1,havana,lincRNA,MIMT1; ENSG00000268654,FALSE
ENSG00000131864,ensembl_havana,gene,ENSG00000131864,10,USP29,ensembl_havana,protein_coding,USP29; ENSG00000131864,FALSE
ENSG00000141946,ensembl_havana,gene,ENSG00000141946,1,ZIM3,ensembl_havana,protein_coding,ZIM3; ENSG00000141946,FALSE
ENSG00000258873,ensembl_havana,gene,ENSG00000258873,2,DUXA,ensembl_havana,protein_coding,DUXA; ENSG00000258873,FALSE
ENSG00000083844,ensembl_havana,gene,ENSG00000083844,10,ZNF264,ensembl_havana,protein_coding,ZNF264; ENSG00000083844,FALSE
ENSG00000105146,ensembl_havana,gene,ENSG00000105146,12,AURKC,ensembl_havana,protein_coding,AURKC; ENSG00000105146,FALSE
ENSG00000204524,ensembl_havana,gene,ENSG00000204524,6,ZNF805,ensembl_havana,protein_coding,ZNF805; ENSG00000204524,FALSE
ENSG00000268713,havana,gene,ENSG00000268713,1,AC005261.3,havana,lincRNA,AC005261.3; ENSG00000268713,FALSE
ENSG00000267871,havana,gene,ENSG00000267871,5,ZNF460-AS1,havana,antisense,ZNF460-AS1; ENSG00000267871,FALSE
ENSG00000197714,ensembl_havana,gene,ENSG00000197714,8,ZNF460,ensembl_havana,protein_coding,ZNF460; ENSG00000197714,FALSE
ENSG00000268205,havana,gene,ENSG00000268205,1,AC005261.1,havana,lincRNA,AC005261.1; ENSG00000268205,FALSE
ENSG00000178229,ensembl_havana,gene,ENSG00000178229,7,ZNF543,ensembl_havana,protein_coding,ZNF543; ENSG00000178229,FALSE
ENSG00000268678,havana,gene,ENSG00000268678,1,AC005261.2,havana,antisense,AC005261.2; ENSG00000268678,FALSE
ENSG00000131845,ensembl_havana,gene,ENSG00000131845,14,ZNF304,ensembl_havana,protein_coding,ZNF304; ENSG00000131845,FALSE
ENSG00000152433,ensembl_havana,gene,ENSG00000152433,14,ZNF547,ensembl_havana,protein_coding,ZNF547; ENSG00000152433,FALSE
ENSG00000256060,ensembl_havana,gene,ENSG00000256060,2,TRAPPC2B,ensembl_havana,protein_coding,TRAPPC2B; ENSG00000256060,FALSE
ENSG00000268133,havana,gene,ENSG00000268133,1,AC003002.1,havana,protein_coding,AC003002.1; ENSG00000268133,FALSE
ENSG00000188785,ensembl_havana,gene,ENSG00000188785,11,ZNF548,ensembl_havana,protein_coding,ZNF548; ENSG00000188785,FALSE
ENSG00000269533,havana,gene,ENSG00000269533,5,AC003002.3,havana,protein_coding,AC003002.3; ENSG00000269533,FALSE
ENSG00000268533,havana,gene,ENSG00000268533,1,AC003002.2,havana,protein_coding,AC003002.2; ENSG00000268533,FALSE
ENSG00000186272,ensembl_havana,gene,ENSG00000186272,12,ZNF17,ensembl_havana,protein_coding,ZNF17; ENSG00000186272,FALSE
ENSG00000186230,ensembl_havana,gene,ENSG00000186230,6,ZNF749,ensembl_havana,protein_coding,ZNF749; ENSG00000186230,FALSE
ENSG00000268163,havana,gene,ENSG00000268163,1,AC004076.1,havana,protein_coding,AC004076.1; ENSG00000268163,FALSE
ENSG00000276449,havana,gene,ENSG00000276449,1,AC004076.2,havana,antisense,AC004076.2; ENSG00000276449,FALSE
ENSG00000178201,ensembl_havana,gene,ENSG00000178201,4,VN1R1,ensembl_havana,protein_coding,VN1R1; ENSG00000178201,FALSE
ENSG00000197128,ensembl_havana,gene,ENSG00000197128,11,ZNF772,ensembl_havana,protein_coding,ZNF772; ENSG00000197128,FALSE
ENSG00000268266,havana,gene,ENSG00000268266,1,AC003005.2,havana,lincRNA,AC003005.2; ENSG00000268266,FALSE
ENSG00000105136,ensembl_havana,gene,ENSG00000105136,20,ZNF419,ensembl_havana,protein_coding,ZNF419; ENSG00000105136,FALSE
ENSG00000268107,havana,gene,ENSG00000268107,5,AC003005.1,havana,protein_coding,AC003005.1; ENSG00000268107,FALSE
ENSG00000152439,ensembl_havana,gene,ENSG00000152439,12,ZNF773,ensembl_havana,protein_coding,ZNF773; ENSG00000152439,FALSE
ENSG00000121406,ensembl_havana,gene,ENSG00000121406,8,ZNF549,ensembl_havana,protein_coding,ZNF549; ENSG00000121406,FALSE
ENSG00000251369,ensembl_havana,gene,ENSG00000251369,8,ZNF550,ensembl_havana,protein_coding,ZNF550; ENSG00000251369,FALSE
ENSG00000083817,ensembl_havana,gene,ENSG00000083817,8,ZNF416,ensembl_havana,protein_coding,ZNF416; ENSG00000083817,FALSE
ENSG00000171649,ensembl_havana,gene,ENSG00000171649,11,ZIK1,ensembl_havana,protein_coding,ZIK1; ENSG00000171649,FALSE
ENSG00000183647,ensembl_havana,gene,ENSG00000183647,10,ZNF530,ensembl_havana,protein_coding,ZNF530; ENSG00000183647,FALSE
ENSG00000213762,ensembl_havana,gene,ENSG00000213762,11,ZNF134,ensembl_havana,protein_coding,ZNF134; ENSG00000213762,FALSE
ENSG00000268392,havana,gene,ENSG00000268392,1,AC003682.1,havana,lincRNA,AC003682.1; ENSG00000268392,FALSE
ENSG00000121417,ensembl_havana,gene,ENSG00000121417,13,ZNF211,ensembl_havana,protein_coding,ZNF211; ENSG00000121417,FALSE
ENSG00000180532,ensembl_havana,gene,ENSG00000180532,10,ZSCAN4,ensembl_havana,protein_coding,ZSCAN4; ENSG00000180532,FALSE
ENSG00000204519,ensembl_havana,gene,ENSG00000204519,10,ZNF551,ensembl_havana,protein_coding,ZNF551; ENSG00000204519,FALSE
ENSG00000269026,havana,gene,ENSG00000269026,2,AC003006.1,havana,protein_coding,AC003006.1; ENSG00000269026,FALSE
ENSG00000179909,ensembl_havana,gene,ENSG00000179909,15,ZNF154,ensembl_havana,protein_coding,ZNF154; ENSG00000179909,FALSE
ENSG00000083814,ensembl_havana,gene,ENSG00000083814,13,ZNF671,ensembl_havana,protein_coding,ZNF671; ENSG00000083814,FALSE
ENSG00000152443,ensembl_havana,gene,ENSG00000152443,12,ZNF776,ensembl_havana,protein_coding,ZNF776; ENSG00000152443,FALSE
ENSG00000083828,ensembl_havana,gene,ENSG00000083828,15,ZNF586,ensembl_havana,protein_coding,ZNF586; ENSG00000083828,FALSE
ENSG00000178935,ensembl_havana,gene,ENSG00000178935,5,ZNF552,ensembl_havana,protein_coding,ZNF552; ENSG00000178935,FALSE
ENSG00000268750,havana,gene,ENSG00000268750,6,AC010522.1,havana,protein_coding,AC010522.1; ENSG00000268750,FALSE
ENSG00000269343,ensembl_havana,gene,ENSG00000269343,6,ZNF587B,ensembl_havana,protein_coding,ZNF587B; ENSG00000269343,FALSE
ENSG00000204514,ensembl_havana,gene,ENSG00000204514,9,ZNF814,ensembl_havana,protein_coding,ZNF814; ENSG00000204514,FALSE
ENSG00000198466,ensembl_havana,gene,ENSG00000198466,11,ZNF587,ensembl_havana,protein_coding,ZNF587; ENSG00000198466,FALSE
ENSG00000269476,havana,gene,ENSG00000269476,1,AC010326.2,havana,protein_coding,AC010326.2; ENSG00000269476,FALSE
ENSG00000173480,ensembl_havana,gene,ENSG00000173480,10,ZNF417,ensembl_havana,protein_coding,ZNF417; ENSG00000173480,FALSE
ENSG00000196724,ensembl_havana,gene,ENSG00000196724,12,ZNF418,ensembl_havana,protein_coding,ZNF418; ENSG00000196724,FALSE
ENSG00000152454,ensembl_havana,gene,ENSG00000152454,3,ZNF256,ensembl_havana,protein_coding,ZNF256; ENSG00000152454,FALSE
ENSG00000177025,ensembl_havana,gene,ENSG00000177025,3,C19orf18,ensembl_havana,protein_coding,C19orf18; ENSG00000177025,FALSE
ENSG00000166704,ensembl_havana,gene,ENSG00000166704,11,ZNF606,ensembl_havana,protein_coding,ZNF606; ENSG00000166704,FALSE
ENSG00000152467,ensembl_havana,gene,ENSG00000152467,9,ZSCAN1,ensembl_havana,protein_coding,ZSCAN1; ENSG00000152467,FALSE
ENSG00000176293,ensembl_havana,gene,ENSG00000176293,19,ZNF135,ensembl_havana,protein_coding,ZNF135; ENSG00000176293,FALSE
ENSG00000121413,ensembl_havana,gene,ENSG00000121413,12,ZSCAN18,ensembl_havana,protein_coding,ZSCAN18; ENSG00000121413,FALSE
ENSG00000181894,ensembl_havana,gene,ENSG00000181894,14,ZNF329,ensembl_havana,protein_coding,ZNF329; ENSG00000181894,FALSE
ENSG00000171606,ensembl_havana,gene,ENSG00000171606,17,ZNF274,ensembl_havana,protein_coding,ZNF274; ENSG00000171606,FALSE
ENSG00000198131,ensembl_havana,gene,ENSG00000198131,13,ZNF544,ensembl_havana,protein_coding,ZNF544; ENSG00000198131,FALSE
ENSG00000283515,havana,gene,ENSG00000283515,1,AC020915.5,havana,protein_coding,AC020915.5; ENSG00000283515,FALSE
ENSG00000268516,havana,gene,ENSG00000268516,2,AC020915.3,havana,antisense,AC020915.3; ENSG00000268516,FALSE
ENSG00000278129,ensembl_havana,gene,ENSG00000278129,1,ZNF8,ensembl_havana,protein_coding,ZNF8; ENSG00000278129,FALSE
ENSG00000267216,havana,gene,ENSG00000267216,1,AC020915.1,havana,protein_coding,AC020915.1; ENSG00000267216,FALSE
ENSG00000142396,havana,gene,ENSG00000142396,10,ERVK3-1,havana,protein_coding,ERVK3-1; ENSG00000142396,FALSE
ENSG00000283103,havana,gene,ENSG00000283103,1,AC010642.2,havana,antisense,AC010642.2; ENSG00000283103,FALSE
ENSG00000182318,ensembl_havana,gene,ENSG00000182318,5,ZSCAN22,ensembl_havana,protein_coding,ZSCAN22; ENSG00000182318,FALSE
ENSG00000121410,ensembl_havana,gene,ENSG00000121410,11,A1BG,ensembl_havana,protein_coding,A1BG; ENSG00000121410,TRUE
ENSG00000268895,havana,gene,ENSG00000268895,5,A1BG-AS1,havana,antisense,A1BG-AS1; ENSG00000268895,FALSE
ENSG00000174586,ensembl_havana,gene,ENSG00000174586,10,ZNF497,ensembl_havana,protein_coding,ZNF497; ENSG00000174586,FALSE
ENSG00000268049,havana,gene,ENSG00000268049,1,AC012313.2,havana,antisense,AC012313.2; ENSG00000268049,FALSE
ENSG00000269054,havana,gene,ENSG00000269054,1,AC012313.6,havana,antisense,AC012313.6; ENSG00000269054,FALSE
ENSG00000152475,ensembl_havana,gene,ENSG00000152475,6,ZNF837,ensembl_havana,protein_coding,ZNF837; ENSG00000152475,FALSE
ENSG00000083845,ensembl_havana,gene,ENSG00000083845,8,RPS5,ensembl_havana,protein_coding,RPS5; ENSG00000083845,TRUE
ENSG00000269855,ensembl_havana,gene,ENSG00000269855,2,RNF225,ensembl_havana,protein_coding,RNF225; ENSG00000269855,FALSE
ENSG00000268307,havana,gene,ENSG00000268307,1,LINC02560,havana,lincRNA,LINC02560; ENSG00000268307,FALSE
ENSG00000171574,ensembl_havana,gene,ENSG00000171574,17,ZNF584,ensembl_havana,protein_coding,ZNF584; ENSG00000171574,FALSE
ENSG00000232098,ensembl_havana,gene,ENSG00000232098,3,AC012313.1,ensembl_havana,lincRNA,AC012313.1; ENSG00000232098,FALSE
ENSG00000268912,havana,gene,ENSG00000268912,1,AC012313.5,havana,lincRNA,AC012313.5; ENSG00000268912,FALSE
ENSG00000131849,ensembl_havana,gene,ENSG00000131849,11,ZNF132,ensembl_havana,protein_coding,ZNF132; ENSG00000131849,FALSE
ENSG00000269473,havana,gene,ENSG00000269473,1,AC012313.8,havana,lincRNA,AC012313.8; ENSG00000269473,FALSE
ENSG00000249471,ensembl_havana,gene,ENSG00000249471,7,ZNF324B,ensembl_havana,protein_coding,ZNF324B; ENSG00000249471,FALSE
ENSG00000083812,ensembl_havana,gene,ENSG00000083812,11,ZNF324,ensembl_havana,protein_coding,ZNF324; ENSG00000083812,FALSE
ENSG00000083838,ensembl_havana,gene,ENSG00000083838,15,ZNF446,ensembl_havana,protein_coding,ZNF446; ENSG00000083838,FALSE
ENSG00000269106,havana,gene,ENSG00000269106,1,AC012313.7,havana,antisense,AC012313.7; ENSG00000269106,FALSE
ENSG00000083807,ensembl_havana,gene,ENSG00000083807,9,SLC27A5,ensembl_havana,protein_coding,SLC27A5; ENSG00000083807,FALSE
ENSG00000273901,havana,gene,ENSG00000273901,1,AC012313.9,havana,antisense,AC012313.9; ENSG00000273901,FALSE
ENSG00000119574,ensembl_havana,gene,ENSG00000119574,12,ZBTB45,ensembl_havana,protein_coding,ZBTB45; ENSG00000119574,FALSE
ENSG00000130726,ensembl_havana,gene,ENSG00000130726,11,TRIM28,ensembl_havana,protein_coding,TRIM28; ENSG00000130726,TRUE
ENSG00000130724,ensembl_havana,gene,ENSG00000130724,8,CHMP2A,ensembl_havana,protein_coding,CHMP2A; ENSG00000130724,FALSE
ENSG00000130725,ensembl_havana,gene,ENSG00000130725,7,UBE2M,ensembl_havana,protein_coding,UBE2M; ENSG00000130725,FALSE
ENSG00000267858,havana,gene,ENSG00000267858,5,MZF1-AS1,havana,antisense,MZF1-AS1; ENSG00000267858,FALSE
ENSG00000099326,ensembl_havana,gene,ENSG00000099326,8,MZF1,ensembl_havana,protein_coding,MZF1; ENSG00000099326,FALSE
ENSG00000269600,havana,gene,ENSG00000269600,1,AC016629.2,havana,antisense,AC016629.2; ENSG00000269600,FALSE
ENSG00000184895,ensembl_havana,gene,ENSG00000184895,7,SRY,ensembl_havana,protein_coding,SRY; ENSG00000184895,FALSE
ENSG00000129824,ensembl_havana,gene,ENSG00000129824,15,RPS4Y1,ensembl_havana,protein_coding,RPS4Y1; ENSG00000129824,TRUE
ENSG00000278847,havana,gene,ENSG00000278847,1,AC006157.1,havana,lincRNA,AC006157.1; ENSG00000278847,FALSE
ENSG00000067646,ensembl_havana,gene,ENSG00000067646,11,ZFY,ensembl_havana,protein_coding,ZFY; ENSG00000067646,FALSE
ENSG00000233070,havana,gene,ENSG00000233070,1,ZFY-AS1,havana,antisense,ZFY-AS1; ENSG00000233070,FALSE
ENSG00000231535,havana,gene,ENSG00000231535,5,LINC00278,havana,lincRNA,LINC00278; ENSG00000231535,FALSE
ENSG00000176679,ensembl_havana,gene,ENSG00000176679,8,TGIF2LY,ensembl_havana,protein_coding,TGIF2LY; ENSG00000176679,FALSE
ENSG00000229308,havana,gene,ENSG00000229308,1,AC010737.1,havana,lincRNA,AC010737.1; ENSG00000229308,FALSE
ENSG00000277930,havana,gene,ENSG00000277930,1,AC010722.1,havana,lincRNA,AC010722.1; ENSG00000277930,FALSE
ENSG00000099715,ensembl_havana,gene,ENSG00000099715,14,PCDH11Y,ensembl_havana,protein_coding,PCDH11Y; ENSG00000099715,FALSE
ENSG00000168757,ensembl_havana,gene,ENSG00000168757,12,TSPY2,ensembl_havana,protein_coding,TSPY2; ENSG00000168757,FALSE
ENSG00000229643,havana,gene,ENSG00000229643,1,LINC00280,havana,lincRNA,LINC00280; ENSG00000229643,FALSE
ENSG00000129816,havana,gene,ENSG00000129816,5,TTTY1B,havana,lincRNA,TTTY1B; ENSG00000129816,FALSE
ENSG00000212856,havana,gene,ENSG00000212856,5,TTTY2B,havana,lincRNA,TTTY2B; ENSG00000212856,FALSE
ENSG00000237563,havana,gene,ENSG00000237563,1,TTTY21B,havana,lincRNA,TTTY21B; ENSG00000237563,FALSE
ENSG00000147753,havana,gene,ENSG00000147753,9,TTTY7,havana,lincRNA,TTTY7; ENSG00000147753,FALSE
ENSG00000185700,ensembl_havana,gene,ENSG00000185700,10,TTTY8B,ensembl_havana,lincRNA,TTTY8B; ENSG00000185700,FALSE
ENSG00000099721,ensembl_havana,gene,ENSG00000099721,13,AMELY,ensembl_havana,protein_coding,AMELY; ENSG00000099721,FALSE
ENSG00000092377,ensembl_havana,gene,ENSG00000092377,13,TBL1Y,ensembl_havana,protein_coding,TBL1Y; ENSG00000092377,FALSE
ENSG00000225520,havana,gene,ENSG00000225520,1,TTTY16,havana,lincRNA,TTTY16; ENSG00000225520,FALSE
ENSG00000237048,havana,gene,ENSG00000237048,2,TTTY12,havana,lincRNA,TTTY12; ENSG00000237048,FALSE
ENSG00000232348,havana,gene,ENSG00000232348,2,LINC00279,havana,lincRNA,LINC00279; ENSG00000232348,FALSE
ENSG00000233699,havana,gene,ENSG00000233699,1,TTTY18,havana,lincRNA,TTTY18; ENSG00000233699,FALSE
ENSG00000232419,havana,gene,ENSG00000232419,1,TTTY19,havana,lincRNA,TTTY19; ENSG00000232419,FALSE
ENSG00000180910,ensembl_havana,gene,ENSG00000180910,7,TTTY11,ensembl_havana,lincRNA,TTTY11; ENSG00000180910,FALSE
ENSG00000232808,havana,gene,ENSG00000232808,1,TTTY20,havana,antisense,TTTY20; ENSG00000232808,FALSE
ENSG00000233803,ensembl_havana,gene,ENSG00000233803,9,TSPY4,ensembl_havana,protein_coding,TSPY4; ENSG00000233803,FALSE
ENSG00000229549,ensembl_havana,gene,ENSG00000229549,9,TSPY8,ensembl_havana,protein_coding,TSPY8; ENSG00000229549,FALSE
ENSG00000228927,ensembl_havana,gene,ENSG00000228927,10,TSPY3,ensembl_havana,protein_coding,TSPY3; ENSG00000228927,FALSE
ENSG00000225516,ensembl_havana,gene,ENSG00000225516,6,FAM197Y5,ensembl_havana,lincRNA,FAM197Y5; ENSG00000225516,FALSE
ENSG00000258992,ensembl_havana,gene,ENSG00000258992,6,TSPY1,ensembl_havana,protein_coding,TSPY1; ENSG00000258992,FALSE
ENSG00000236424,ensembl_havana,gene,ENSG00000236424,7,TSPY10,ensembl_havana,protein_coding,TSPY10; ENSG00000236424,FALSE
ENSG00000183385,ensembl_havana,gene,ENSG00000183385,9,TTTY8,ensembl_havana,lincRNA,TTTY8; ENSG00000183385,FALSE
ENSG00000147761,havana,gene,ENSG00000147761,8,TTTY7B,havana,lincRNA,TTTY7B; ENSG00000147761,FALSE
ENSG00000228890,havana,gene,ENSG00000228890,1,TTTY21,havana,lincRNA,TTTY21; ENSG00000228890,FALSE
ENSG00000212855,havana,gene,ENSG00000212855,5,TTTY2,havana,lincRNA,TTTY2; ENSG00000212855,FALSE
ENSG00000129845,havana,gene,ENSG00000129845,5,TTTY1,havana,lincRNA,TTTY1; ENSG00000129845,FALSE
ENSG00000224075,havana,gene,ENSG00000224075,1,TTTY22,havana,lincRNA,TTTY22; ENSG00000224075,FALSE
ENSG00000228379,havana,gene,ENSG00000228379,1,AC010891.1,havana,lincRNA,AC010891.1; ENSG00000228379,FALSE
ENSG00000239225,havana,gene,ENSG00000239225,1,TTTY23,havana,lincRNA,TTTY23; ENSG00000239225,FALSE
ENSG00000233864,havana,gene,ENSG00000233864,7,TTTY15,havana,lincRNA,TTTY15; ENSG00000233864,FALSE
ENSG00000114374,ensembl_havana,gene,ENSG00000114374,12,USP9Y,ensembl_havana,protein_coding,USP9Y; ENSG00000114374,FALSE
ENSG00000067048,ensembl_havana,gene,ENSG00000067048,16,DDX3Y,ensembl_havana,protein_coding,DDX3Y; ENSG00000067048,FALSE
ENSG00000183878,ensembl_havana,gene,ENSG00000183878,15,UTY,ensembl_havana,protein_coding,UTY; ENSG00000183878,FALSE
ENSG00000154620,ensembl_havana,gene,ENSG00000154620,5,TMSB4Y,ensembl_havana,protein_coding,TMSB4Y; ENSG00000154620,FALSE
ENSG00000129864,ensembl_havana,gene,ENSG00000129864,6,VCY,ensembl_havana,protein_coding,VCY; ENSG00000129864,FALSE
ENSG00000129862,ensembl_havana,gene,ENSG00000129862,6,VCY1B,ensembl_havana,protein_coding,VCY1B; ENSG00000129862,FALSE
ENSG00000223517,havana,gene,ENSG00000223517,1,AC010723.1,havana,lincRNA,AC010723.1; ENSG00000223517,FALSE
ENSG00000165246,ensembl_havana,gene,ENSG00000165246,14,NLGN4Y,ensembl_havana,protein_coding,NLGN4Y; ENSG00000165246,FALSE
ENSG00000228787,havana,gene,ENSG00000228787,1,NLGN4Y-AS1,havana,antisense,NLGN4Y-AS1; ENSG00000228787,FALSE
ENSG00000224989,havana,gene,ENSG00000224989,2,FAM41AY1,havana,lincRNA,FAM41AY1; ENSG00000224989,FALSE
ENSG00000230663,havana,gene,ENSG00000230663,1,FAM224B,havana,lincRNA,FAM224B; ENSG00000230663,FALSE
ENSG00000129873,ensembl_havana,gene,ENSG00000129873,7,CDY2B,ensembl_havana,protein_coding,CDY2B; ENSG00000129873,FALSE
ENSG00000182415,ensembl_havana,gene,ENSG00000182415,9,CDY2A,ensembl_havana,protein_coding,CDY2A; ENSG00000182415,FALSE
ENSG00000233522,havana,gene,ENSG00000233522,1,FAM224A,havana,lincRNA,FAM224A; ENSG00000233522,FALSE
ENSG00000226362,havana,gene,ENSG00000226362,2,FAM41AY2,havana,lincRNA,FAM41AY2; ENSG00000226362,FALSE
ENSG00000251510,havana,gene,ENSG00000251510,1,AC022486.1,havana,lincRNA,AC022486.1; ENSG00000251510,FALSE
ENSG00000172468,ensembl_havana,gene,ENSG00000172468,13,HSFY1,ensembl_havana,protein_coding,HSFY1; ENSG00000172468,FALSE
ENSG00000131007,ensembl_havana,gene,ENSG00000131007,9,TTTY9B,ensembl_havana,antisense,TTTY9B; ENSG00000131007,FALSE
ENSG00000169953,ensembl_havana,gene,ENSG00000169953,11,HSFY2,ensembl_havana,protein_coding,HSFY2; ENSG00000169953,FALSE
ENSG00000176728,ensembl_havana,gene,ENSG00000176728,7,TTTY14,ensembl_havana,lincRNA,TTTY14; ENSG00000176728,FALSE
ENSG00000260197,havana,gene,ENSG00000260197,1,AC010889.1,havana,lincRNA,AC010889.1; ENSG00000260197,FALSE
ENSG00000012817,ensembl_havana,gene,ENSG00000012817,15,KDM5D,ensembl_havana,protein_coding,KDM5D; ENSG00000012817,FALSE
ENSG00000229236,havana,gene,ENSG00000229236,1,TTTY10,havana,lincRNA,TTTY10; ENSG00000229236,FALSE
ENSG00000198692,ensembl_havana,gene,ENSG00000198692,9,EIF1AY,ensembl_havana,protein_coding,EIF1AY; ENSG00000198692,FALSE
ENSG00000280969,ensembl_havana,gene,ENSG00000280969,1,RPS4Y2,ensembl_havana,protein_coding,RPS4Y2; ENSG00000280969,FALSE
ENSG00000254488,havana,gene,ENSG00000254488,1,AC007876.1,havana,lincRNA,AC007876.1; ENSG00000254488,FALSE
ENSG00000183146,ensembl_havana,gene,ENSG00000183146,4,PRORY,ensembl_havana,protein_coding,PRORY; ENSG00000183146,FALSE
ENSG00000242875,ensembl_havana,gene,ENSG00000242875,6,RBMY1B,ensembl_havana,protein_coding,RBMY1B; ENSG00000242875,FALSE
ENSG00000234414,ensembl_havana,gene,ENSG00000234414,7,RBMY1A1,ensembl_havana,protein_coding,RBMY1A1; ENSG00000234414,FALSE
ENSG00000184991,havana,gene,ENSG00000184991,2,TTTY13,havana,lincRNA,TTTY13; ENSG00000184991,FALSE
ENSG00000244395,ensembl_havana,gene,ENSG00000244395,6,RBMY1D,ensembl_havana,protein_coding,RBMY1D; ENSG00000244395,FALSE
ENSG00000242389,ensembl_havana,gene,ENSG00000242389,8,RBMY1E,ensembl_havana,protein_coding,RBMY1E; ENSG00000242389,FALSE
ENSG00000169807,ensembl_havana,gene,ENSG00000169807,10,PRY2,ensembl_havana,protein_coding,PRY2; ENSG00000169807,FALSE
ENSG00000236951,havana,gene,ENSG00000236951,5,AC007359.1,havana,lincRNA,AC007359.1; ENSG00000236951,FALSE
ENSG00000131548,havana,gene,ENSG00000131548,7,TTTY6B,havana,antisense,TTTY6B; ENSG00000131548,FALSE
ENSG00000169800,ensembl_havana,gene,ENSG00000169800,13,RBMY1F,ensembl_havana,protein_coding,RBMY1F; ENSG00000169800,FALSE
ENSG00000215560,havana,gene,ENSG00000215560,2,TTTY5,havana,lincRNA,TTTY5; ENSG00000215560,FALSE
ENSG00000226941,ensembl_havana,gene,ENSG00000226941,8,RBMY1J,ensembl_havana,protein_coding,RBMY1J; ENSG00000226941,FALSE
ENSG00000235059,havana,gene,ENSG00000235059,5,AC008175.1,havana,lincRNA,AC008175.1; ENSG00000235059,FALSE
ENSG00000131538,havana,gene,ENSG00000131538,7,TTTY6,havana,lincRNA,TTTY6; ENSG00000131538,FALSE
ENSG00000169789,ensembl_havana,gene,ENSG00000169789,10,PRY,ensembl_havana,protein_coding,PRY; ENSG00000169789,FALSE
ENSG00000228240,havana,gene,ENSG00000228240,1,TTTY17A,havana,lincRNA,TTTY17A; ENSG00000228240,FALSE
ENSG00000226906,havana,gene,ENSG00000226906,1,TTTY4,havana,lincRNA,TTTY4; ENSG00000226906,FALSE
ENSG00000183753,ensembl_havana,gene,ENSG00000183753,10,BPY2,ensembl_havana,protein_coding,BPY2; ENSG00000183753,FALSE
ENSG00000188120,ensembl_havana,gene,ENSG00000188120,14,DAZ1,ensembl_havana,protein_coding,DAZ1; ENSG00000188120,FALSE
ENSG00000205944,ensembl_havana,gene,ENSG00000205944,11,DAZ2,ensembl_havana,protein_coding,DAZ2; ENSG00000205944,FALSE
ENSG00000280961,havana,gene,ENSG00000280961,1,TTTY3B,havana,lincRNA,TTTY3B; ENSG00000280961,FALSE
ENSG00000172352,ensembl_havana,gene,ENSG00000172352,5,CDY1B,ensembl_havana,protein_coding,CDY1B; ENSG00000172352,FALSE
ENSG00000227439,havana,gene,ENSG00000227439,1,TTTY17B,havana,lincRNA,TTTY17B; ENSG00000227439,FALSE
ENSG00000235412,havana,gene,ENSG00000235412,1,TTTY4B,havana,lincRNA,TTTY4B; ENSG00000235412,FALSE
ENSG00000183795,ensembl_havana,gene,ENSG00000183795,8,BPY2B,ensembl_havana,protein_coding,BPY2B; ENSG00000183795,FALSE
ENSG00000187191,ensembl_havana,gene,ENSG00000187191,14,DAZ3,ensembl_havana,protein_coding,DAZ3; ENSG00000187191,FALSE
ENSG00000205916,ensembl_havana,gene,ENSG00000205916,11,DAZ4,ensembl_havana,protein_coding,DAZ4; ENSG00000205916,FALSE
ENSG00000185894,ensembl_havana,gene,ENSG00000185894,8,BPY2C,ensembl_havana,protein_coding,BPY2C; ENSG00000185894,FALSE
ENSG00000228296,havana,gene,ENSG00000228296,1,TTTY4C,havana,lincRNA,TTTY4C; ENSG00000228296,FALSE
ENSG00000223641,havana,gene,ENSG00000223641,1,TTTY17C,havana,lincRNA,TTTY17C; ENSG00000223641,FALSE
ENSG00000228786,ensembl_havana,gene,ENSG00000228786,5,LINC00266-4P,ensembl_havana,lincRNA,LINC00266-4P; ENSG00000228786,FALSE
